PrimaryDI,gmdnPTName,gmdnPTDefinition
842188120848,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120831,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120824,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120817,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120800,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120794,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120787,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120770,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120763,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120756,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120749,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120732,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120725,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120718,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120701,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120695,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120688,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120671,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120664,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120657,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120640,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120633,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120626,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120619,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120602,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120596,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120589,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120572,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120565,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120558,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120541,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120534,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120527,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120510,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120503,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120497,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120480,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120473,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120466,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120459,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120442,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120435,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120428,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120411,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120404,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120398,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120381,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120374,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120367,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188120350,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
